id,port,ship,date,duration_nights,lead_in_pp_usd,cruise_total_2,flight_route,flight_2,trip_total_2,official_deep_link,schedule_source,independent_crosscheck_or_note,result
MIA4-23,"Miami, FL",MSC Seaside,2027-03-08,4,261,$522,SFO → MIA → SFO,$844 planning estimate,"$1,366",https://www.msccruisesusa.com/itinerary-details/4-nights-the-bahamas--ocean-cay?cruiseid=SE20270308MIAMIA,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA4-24,"Miami, FL",Carnival Sunrise,2027-03-11,4,374,$748,SFO → MIA → SFO,$844 planning estimate,"$1,592",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/miami/sunrise/4-days/bhu/?sailDate=03112027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA4-25,"Miami, FL",Freedom of the Seas,2027-03-11,4,480,$960,SFO → MIA → SFO,$844 planning estimate,"$1,804",https://www.royalcaribbean.com/cruises/itinerary/4-night-eastern-caribbean-from-miami-on-freedom/FR04MIA-3280107330?sail-date=2027-03-11&currency=USD,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA4-26,"Miami, FL",Margaritaville at Sea Beachcomber,2027-03-11,4,299,$598,SFO → MIA → SFO,$844 planning estimate,"$1,442",https://margaritavilleatsea.com/,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA4-27,"Miami, FL",Scarlet Lady,2027-03-11,4,636,"$1,272",SFO → MIA → SFO,$844 planning estimate,"$2,116",https://www.virginvoyages.com/book/voyage-planner/pre-checkout?currencyCode=USD&packageCode=4NKW&voyageId=SC2703114NKW,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-01,"Port Canaveral, FL",Carnival Glory,2027-02-19,3,301,$602,SFO → MCO → SFO,$860 planning estimate,"$1,462",https://www.carnival.com/itinerary/3-day-the-bahamas-cruise/pt-canaveral/glory/3-days/bav/?sailDate=02192027,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"cnunnery.dreamvacations.com (Carnival API reseller) publishes the Carnival Glory 3 Night Bahamas round trip Port Canaveral with a single call at Celebration Key, dep 3:30 PM, return 8:00 AM day 4 - MATCH on ship, duration, port sequence and departure time. Interior lead-in shown $299 vs feed $301 - normal feed drift, retained feed value.",VERIFIED
PC4-02,"Port Canaveral, FL",Disney Wish,2027-02-19,3,2015,"$4,030",SFO → MCO → SFO,$860 planning estimate,"$4,890",https://disneycruise.disney.go.com/cruises-destinations/list/WW0556/3-Night-Bahamian-Cruise-from-Port-Canaveral/2027-02-19-Disney-Wish/,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-03,"Port Canaveral, FL",Norwegian Escape,2027-02-19,7,839,"$1,678",SFO → MCO → SFO,$860 planning estimate,"$2,538",https://www.ncl.com/vacation-builder?itineraryCode=ESCAPE7PCVPOPSTTTOVNPIPCV-NIC-ESCAPE7PCVNPIPOPSTTTOVPCV&packageId=23369115&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-04,"Port Canaveral, FL",Utopia of the Seas,2027-02-19,3,659,"$1,318",SFO → MCO → SFO,$860 planning estimate,"$2,178",https://www.royalcaribbean.com/cruises/itinerary/3-night-bahamas-perfect-day-from-orlando-port-canaveral-on-utopia/UT03PCN-3464558580?sail-date=2027-02-19&currency=USD,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-05,"Port Canaveral, FL",Carnival Freedom,2027-02-22,5,312,$624,SFO → MCO → SFO,$860 planning estimate,"$1,484",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/pt-canaveral/freedom/5-days/bme/?sailDate=02222027,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-06,"Port Canaveral, FL",Carnival Glory,2027-02-22,4,293,$586,SFO → MCO → SFO,$860 planning estimate,"$1,446",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/pt-canaveral/glory/4-days/bm7/?sailDate=02222027,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-07,"Port Canaveral, FL",Disney Wish,2027-02-22,4,3033,"$6,066",SFO → MCO → SFO,$860 planning estimate,"$6,926",https://disneycruise.disney.go.com/cruises-destinations/list/WW0557/4-Night-Bahamian-Cruise-from-Port-Canaveral/2027-02-22-Disney-Wish/,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-08,"Port Canaveral, FL",Norwegian Getaway,2027-02-22,4,399,$798,SFO → MCO → SFO,$860 planning estimate,"$1,658",https://www.ncl.com/vacation-builder?itineraryCode=GETAWAY4PCVNASNPIPCV&packageId=23468063&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-09,"Port Canaveral, FL",Utopia of the Seas,2027-02-22,4,742,"$1,484",SFO → MCO → SFO,$860 planning estimate,"$2,344",https://www.royalcaribbean.com/cruises/itinerary/4-night-bahamas-perfect-day-from-orlando-port-canaveral-on-utopia/UT04PCN-4069341576?sail-date=2027-02-22&currency=USD,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL4-01,"Fort Lauderdale, FL",Adventure of the Seas,2027-02-21,6,592,"$1,184",SFO → FLL → SFO,$860 planning estimate,"$2,044",https://www.royalcaribbean.com/cruises/itinerary/6-night-western-caribbean-from-fort-lauderdale-on-adventure/AD06FLL-1756957036?sail-date=2027-02-21&currency=USD,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL4-02,"Fort Lauderdale, FL",Celebrity Beyond,2027-02-21,7,1420,"$2,840",SFO → FLL → SFO,$860 planning estimate,"$3,700",https://www.celebritycruises.com/itinerary/7-night-st-thomas-st-kitts-cruise-from-fort-lauderdale-on-beyond-BY07E466?sailDate=2027-02-21&packageCode=BY07E466,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL4-03,"Fort Lauderdale, FL",Nieuw Statendam,2027-02-21,7,899,"$1,798",SFO → FLL → SFO,$860 planning estimate,"$2,658",https://www.hollandamerica.com/en/us/find-a-cruise/c7w07a/j723,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"prnewswire.com Holland America 2026-2027 season release confirms the 7-Day 'Western Caribbean: Greater Antilles and Mexico' aboard Nieuw Statendam sails round trip Fort Lauderdale calling Half Moon Cay, Ocho Rios, Grand Cayman and Cozumel - MATCH on port sequence. cruisesheet.com/cruisebound.com show the identical itinerary operating on the same Feb-21 weekend slot in the prior season, confirming the deployment pattern.",VERIFIED
FLL4-04,"Fort Lauderdale, FL",Nieuw Statendam,2027-02-21,14,1629,"$3,258",SFO → FLL → SFO,$860 planning estimate,"$4,118",https://www.hollandamerica.com/en/us/find-a-cruise/c7x14d/j723a,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"prnewswire.com Holland America 2026-2027 season release confirms the 7-Day 'Western Caribbean: Greater Antilles and Mexico' aboard Nieuw Statendam sails round trip Fort Lauderdale calling Half Moon Cay, Ocho Rios, Grand Cayman and Cozumel - MATCH on port sequence. cruisesheet.com/cruisebound.com show the identical itinerary operating on the same Feb-21 weekend slot in the prior season, confirming the deployment pattern.",VERIFIED
FLL4-05,"Fort Lauderdale, FL",Celebrity Beyond,2027-02-28,7,943,"$1,886",SFO → FLL → SFO,$860 planning estimate,"$2,746",https://www.celebritycruises.com/itinerary/7-night-grand-cayman-mexico-bahamas-from-fort-lauderdale-on-beyond-BY07W678?sailDate=2027-02-28&packageCode=BY07W678,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL4-06,"Fort Lauderdale, FL",Celebrity Eclipse,2027-02-28,12,1394,"$2,788",SFO → FLL → SFO,$860 planning estimate,"$3,648",https://www.celebritycruises.com/itinerary/12-night-ultimate-southern-caribbean-from-fort-lauderdale-on-eclipse-EC12D054?sailDate=2027-02-28&packageCode=EC12D054,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL4-07,"Fort Lauderdale, FL",Legend of the Seas,2027-02-28,6,1308,"$2,616",SFO → FLL → SFO,$860 planning estimate,"$3,476",https://www.royalcaribbean.com/cruises/itinerary/6-night-caribbean-perfect-day-from-fort-lauderdale-on-legend/LE06FLL-385066157?sail-date=2027-02-28&currency=USD,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL4-08,"Fort Lauderdale, FL",Nieuw Amsterdam,2027-02-28,21,2694,"$5,388",SFO → FLL → SFO,$860 planning estimate,"$6,248",https://www.hollandamerica.com/en/us/find-a-cruise/c7f21b/i719a,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-10,"Port Canaveral, FL",Carnival Freedom,2027-03-08,5,483,$966,SFO → MCO → SFO,$860 planning estimate,"$1,826",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/pt-canaveral/freedom/5-days/bma/?sailDate=03082027,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-11,"Port Canaveral, FL",Carnival Glory,2027-03-08,4,379,$758,SFO → MCO → SFO,$860 planning estimate,"$1,618",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/pt-canaveral/glory/4-days/bmb/?sailDate=03082027,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-12,"Port Canaveral, FL",Disney Wish,2027-03-08,4,4001,"$8,002",SFO → MCO → SFO,$860 planning estimate,"$8,862",https://disneycruise.disney.go.com/cruises-destinations/list/WW0561/4-Night-Bahamian-Cruise-from-Port-Canaveral/2027-03-08-Disney-Wish/,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-13,"Port Canaveral, FL",Norwegian Getaway,2027-03-08,4,399,$798,SFO → MCO → SFO,$860 planning estimate,"$1,658",https://www.ncl.com/vacation-builder?itineraryCode=GETAWAY4PCVNPINASPCV-NIC-GETAWAY4PCVNASNPIPCV&packageId=23468064&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC4-14,"Port Canaveral, FL",Utopia of the Seas,2027-03-08,4,722,"$1,444",SFO → MCO → SFO,$860 planning estimate,"$2,304",https://www.royalcaribbean.com/cruises/itinerary/4-night-bahamas-perfect-day-from-orlando-port-canaveral-on-utopia/UT04PCN-4069341576?sail-date=2027-03-08&currency=USD,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"cruisedirect.com Utopia of the Seas ship page lists the Mar 8 2027 - Mar 12 2027 (Mon-Fri) 4 Nights Bahamas sailing at Interior $722 / Oceanview $822 / Balcony $804 / Suite $1,244 - EXACT four-figure MATCH with the feed. royalcaribbean.com confirms the itinerary (Nassau; Perfect Day at CocoCay; cruising; Port Canaveral). Strongest check this pass.",VERIFIED
TPA4-01,"Tampa, FL",Carnival Paradise,2027-03-15,5,530,"$1,060",SFO → TPA → SFO,$914 planning estimate,"$1,974",https://www.carnival.com/itinerary/5-day-western-caribbean-cruise/tampa/paradise/5-days/wcb/?sailDate=03152027,https://www.cruisetimetables.com/cruises-from-tampa-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
GAL4-01,"Galveston, TX",Carnival Miracle,2027-02-15,10,856,"$1,712",SFO → HOU → SFO,$600 planning estimate,"$2,312",https://www.carnival.com/itinerary/10-day-western-caribbean-cruise/galveston/miracle/10-days/wca/?sailDate=02152027,https://www.cruisetimetables.com/cruises-from-galveston-texas-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
