id,port,ship,date,duration_nights,lead_in_pp_usd,cruise_total_2,flight_route,flight_2,trip_total_2,official_deep_link,schedule_source,independent_crosscheck_or_note,result
MIA6-18,"Miami, FL",Norwegian Joy,2027-03-15,4,519,"$1,038",SFO → MIA → SFO,$844 planning estimate,"$1,882",https://www.ncl.com/vacation-builder?itineraryCode=JOY4MIANASNPIMIA&packageId=23425119&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-19,"Miami, FL",Scarlet Lady,2027-03-15,5,845,"$1,690",SFO → MIA → SFO,$844 planning estimate,"$2,534",https://www.virginvoyages.com/book/voyage-planner/pre-checkout?currencyCode=USD&packageCode=5NPP&voyageId=SC2703155NPP,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-20,"Miami, FL",Wonder of the Seas,2027-03-15,4,753,"$1,506",SFO → MIA → SFO,$844 planning estimate,"$2,350",https://www.royalcaribbean.com/cruises/itinerary/4-night-perfect-day-cococay-bahamas-from-miami-on-wonder/WN04MIA-1040267344?sail-date=2027-03-15&currency=USD,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-21,"Miami, FL",Brilliant Lady,2027-03-22,4,556,"$1,112",SFO → MIA → SFO,$844 planning estimate,"$1,956",https://www.virginvoyages.com/book/voyage-planner/pre-checkout?currencyCode=USD&packageCode=4NMF&voyageId=BR2703224NMF,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-22,"Miami, FL",Carnival Conquest,2027-03-22,4,455,$910,SFO → MIA → SFO,$844 planning estimate,"$1,754",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/miami/conquest/4-days/bhq/?sailDate=03222027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-23,"Miami, FL",MSC Seaside,2027-03-22,4,381,$762,SFO → MIA → SFO,$844 planning estimate,"$1,606",https://www.msccruisesusa.com/itinerary-details/4-nights-the-bahamas--ocean-cay?cruiseid=SE20270322MIAMIA,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-24,"Miami, FL",MSC Seaside,2027-03-22,7,755,"$1,510",SFO → MIA → SFO,$844 planning estimate,"$2,354",https://www.msccruisesusa.com/itinerary-details/7-nights-caribbean--bahamas?cruiseid=SE20270322MIAMI1,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-25,"Miami, FL",Norwegian Joy,2027-03-22,4,499,$998,SFO → MIA → SFO,$844 planning estimate,"$1,842",https://www.ncl.com/vacation-builder?itineraryCode=JOY4MIANPINASMIA-NIC-JOY4MIANASNPIMIA&packageId=23379752&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-26,"Miami, FL",Wonder of the Seas,2027-03-22,4,878,"$1,756",SFO → MIA → SFO,$844 planning estimate,"$2,600",https://www.royalcaribbean.com/cruises/itinerary/4-night-perfect-day-cococay-bahamas-from-miami-on-wonder/WN04MIA-1040267344?sail-date=2027-03-22&currency=USD,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-27,"Miami, FL",Carnival Conquest,2027-03-29,4,475,$950,SFO → MIA → SFO,$844 planning estimate,"$1,794",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/miami/conquest/4-days/bhp/?sailDate=03292027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-28,"Miami, FL",Carnival Sunrise,2027-03-29,5,447,$894,SFO → MIA → SFO,$844 planning estimate,"$1,738",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/miami/sunrise/5-days/bhg/?sailDate=03292027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-29,"Miami, FL",Freedom of the Seas,2027-03-29,5,558,"$1,116",SFO → MIA → SFO,$844 planning estimate,"$1,960",https://www.royalcaribbean.com/cruises/itinerary/5-night-western-caribbean-from-miami-on-freedom/FR05MIA-1172079608?sail-date=2027-03-29&currency=USD,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-30,"Miami, FL",MSC Seaside,2027-03-29,4,401,$802,SFO → MIA → SFO,$844 planning estimate,"$1,646",https://www.msccruisesusa.com/itinerary-details/4-nights-the-bahamas--ocean-cay?cruiseid=SE20270329MIAMIA,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-31,"Miami, FL",MSC Seaside,2027-03-29,7,695,"$1,390",SFO → MIA → SFO,$844 planning estimate,"$2,234",https://www.msccruisesusa.com/itinerary-details/7-nights-caribbean--bahamas?cruiseid=SE20270329MIAMI1,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
MIA6-32,"Miami, FL",Norwegian Jewel,2027-03-29,4,499,$998,SFO → MIA → SFO,$844 planning estimate,"$1,842",https://www.ncl.com/vacation-builder?itineraryCode=JEWEL4MIACZMMIA&packageId=24767586&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC6-01,"Port Canaveral, FL",Harmony of the Seas,2027-02-25,5,677,"$1,354",SFO → MCO → SFO,$860 planning estimate,"$2,214",https://www.royalcaribbean.com/cruises/itinerary/5-night-bahamas-perfect-day-from-orlando-port-canaveral-on-harmony/HM05PCN-3790280278?sail-date=2027-02-25&currency=USD,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC6-02,"Port Canaveral, FL",MSC Seashore,2027-02-25,3,222,$444,SFO → MCO → SFO,$860 planning estimate,"$1,304",https://www.msccruisesusa.com/itinerary-details/3-nights-the-bahamas--ocean-cay?cruiseid=SH20270225CPVCPV,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC6-03,"Port Canaveral, FL",Carnival Freedom,2027-03-04,4,370,$740,SFO → MCO → SFO,$860 planning estimate,"$1,600",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/pt-canaveral/freedom/4-days/bm6/?sailDate=03042027,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC6-04,"Port Canaveral, FL",MSC Seashore,2027-03-04,3,275,$550,SFO → MCO → SFO,$860 planning estimate,"$1,410",https://www.msccruisesusa.com/itinerary-details/3-nights-the-bahamas--ocean-cay?cruiseid=SH20270304CPVCPV,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC6-05,"Port Canaveral, FL",MSC Seashore,2027-03-11,3,305,$610,SFO → MCO → SFO,$860 planning estimate,"$1,470",https://www.msccruisesusa.com/itinerary-details/3-nights-the-bahamas--ocean-cay?cruiseid=SH20270311CPVCPV,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL6-01,"Fort Lauderdale, FL",Nieuw Amsterdam,2027-02-28,12,1749,"$3,498",SFO → FLL → SFO,$860 planning estimate,"$4,358",https://www.hollandamerica.com/en/us/find-a-cruise/c7f12a/i719,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL6-02,"Fort Lauderdale, FL",Nieuw Statendam,2027-02-28,7,899,"$1,798",SFO → FLL → SFO,$860 planning estimate,"$2,658",https://www.hollandamerica.com/en/us/find-a-cruise/c7e07e/j726,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL6-03,"Fort Lauderdale, FL",Nieuw Statendam,2027-02-28,14,1714,"$3,428",SFO → FLL → SFO,$860 planning estimate,"$4,288",https://www.hollandamerica.com/en/us/find-a-cruise/c7e14c/j726a,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL6-04,"Fort Lauderdale, FL",Regal Princess,2027-02-28,6,449,$898,SFO → FLL → SFO,$860 planning estimate,"$1,758",https://www.princess.com/itinerary-details/?voyageCode=G710,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights) || Independent cross-check: princess.com itinerary page for the 6-Day Eastern Caribbean with Turks & Caicos & Celebration Key lists 'Sun, Feb 28, 2027' among available sailings with ports Ft. Lauderdale / Celebration Key / Grand Turk / Nassau, and cruisecompete.com lists the same product '2027 Sails: ... Feb 28'. MATCH (cruisecritic shows $699 pp vs feed $449 - price indicative only)",VERIFIED
FLL6-05,"Fort Lauderdale, FL",Regal Princess,2027-02-28,14,2178,"$4,356",SFO → FLL → SFO,$860 planning estimate,"$5,216",https://www.princess.com/itinerary-details/?voyageCode=G710A,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights) || Independent cross-check: cruisecompete.com Regal Princess listings show a '14 Night - Southern / Eastern Caribbean Adventurer with Celebration Key' sailing Feb 28 2027 from Fort Lauderdale, distinct from the 6-night G710 departing the same day. MATCH",VERIFIED
FLL6-06,"Fort Lauderdale, FL",Sun Princess,2027-02-28,14,1320,"$2,640",SFO → FLL → SFO,$860 planning estimate,"$3,500",https://www.princess.com/itinerary-details/?voyageCode=U710A,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL6-07,"Fort Lauderdale, FL",Enchanted Princess,2027-02-25,10,1434,"$2,868",SFO → FLL → SFO,$860 planning estimate,"$3,728",https://www.princess.com/itinerary-details/?voyageCode=N707,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
GAL6-01,"Galveston, TX",Disney Magic,2027-03-21,5,1480,"$2,960",SFO → HOU → SFO,$600 planning estimate,"$3,560",https://disneycruise.disney.go.com/cruises-destinations/list/DM1785/5-Night-Western-Caribbean-Cruise-from-Galveston/2027-03-21-Disney-Magic/,https://www.cruisetimetables.com/cruises-from-galveston-texas-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights) || PRICE CONVENTION CORRECTED. The cruisetimetables feed publishes Disney fares as a PER-STATEROOM total for 2 guests, not per person. Independent cross-check: icruise.com Disney Magic March 2027 itinerary lists 'Mar 21, 2027 ... $1,480 Interior Stateroom (double occupancy)' and cdoe.cruiseone.com lists 'March 21-26, 2027 Interior $1,480 / $296 per night' - exactly half the $2,961 in the feed, which magicguides.com quotes as the party-of-two 'From' price. Row therefore stores $1,480 pp and a $2,960 two-person cruise total. MATCH",VERIFIED
GAL6-02,"Galveston, TX",MSC Seascape,2027-03-21,7,590,"$1,180",SFO → HOU → SFO,$600 planning estimate,"$1,780",https://www.msccruisesusa.com/itinerary-details/7-nights-western-caribbean?cruiseid=SC20270321GLSGLS,https://www.cruisetimetables.com/cruises-from-galveston-texas-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
GAL6-03,"Galveston, TX",Symphony of the Seas,2027-03-21,7,917,"$1,834",SFO → HOU → SFO,$600 planning estimate,"$2,434",https://www.royalcaribbean.com/cruises/itinerary/7-night-western-caribbean-from-galveston-on-symphony/SY07GAL-3851841824?sail-date=2027-03-21&currency=USD,https://www.cruisetimetables.com/cruises-from-galveston-texas-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; targeted by a per-port date-coverage audit of all 45 in-window dates; dedup-checked against master by (port, ship, date, nights)",VERIFIED
