id,port,ship,date,duration_nights,lead_in_pp_usd,cruise_total_2,flight_route,flight_2,trip_total_2,official_deep_link,schedule_source,independent_crosscheck_or_note,result
JAX3-11,"Jacksonville, FL",Carnival Elation,2027-03-11,4,485,$970,SFO → JAX → SFO,$956 planning estimate,"$1,926",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/jacksonville/elation/4-days/bme/?sailDate=03112027,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-12,"Jacksonville, FL",Norwegian Dawn,2027-03-12,4,589,"$1,178",SFO → JAX → SFO,$956 planning estimate,"$2,134",https://www.ncl.com/vacation-builder?itineraryCode=DAWN4JAXFPONPIJAX&packageId=25382929&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-13,"Jacksonville, FL",Carnival Elation,2027-03-15,5,516,"$1,032",SFO → JAX → SFO,$956 planning estimate,"$1,988",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/jacksonville/elation/5-days/bmv/?sailDate=03152027,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-14,"Jacksonville, FL",Norwegian Dawn,2027-03-16,5,679,"$1,358",SFO → JAX → SFO,$956 planning estimate,"$2,314",https://www.ncl.com/vacation-builder?itineraryCode=DAWN5JAXFPONPINASJAX-NIC-DAWN5JAXFPONASNPIJAX&packageId=25382944&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-15,"Jacksonville, FL",Carnival Elation,2027-03-20,5,569,"$1,138",SFO → JAX → SFO,$956 planning estimate,"$2,094",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/jacksonville/elation/5-days/bmu/?sailDate=03202027,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"jacksonvillecruiseguide.com Carnival page lists the 5-day Princess Cays + Celebration Key itinerary with a 2027 departure on March 20 - MATCH (date, duration, port sequence)",VERIFIED
JAX3-16,"Jacksonville, FL",Norwegian Dawn,2027-03-21,5,539,"$1,078",SFO → JAX → SFO,$956 planning estimate,"$2,034",https://www.ncl.com/vacation-builder?itineraryCode=DAWN5JAXFPONPIJAX&packageId=25382945&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-17,"Jacksonville, FL",Carnival Elation,2027-03-25,4,515,"$1,030",SFO → JAX → SFO,$956 planning estimate,"$1,986",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/jacksonville/elation/4-days/bme/?sailDate=03252027,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-18,"Jacksonville, FL",Norwegian Dawn,2027-03-26,4,609,"$1,218",SFO → JAX → SFO,$956 planning estimate,"$2,174",https://www.ncl.com/vacation-builder?itineraryCode=DAWN4JAXFPONPIJAX&packageId=25382930&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-19,"Jacksonville, FL",Carnival Elation,2027-03-29,5,576,"$1,152",SFO → JAX → SFO,$956 planning estimate,"$2,108",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/jacksonville/elation/5-days/bmv/?sailDate=03292027,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
JAX3-20,"Jacksonville, FL",Norwegian Dawn,2027-03-30,5,709,"$1,418",SFO → JAX → SFO,$956 planning estimate,"$2,374",https://www.ncl.com/vacation-builder?itineraryCode=DAWN5JAXEYWNPIJAX&packageId=25382923&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-jacksonville-florida-2027.html,"cruisebound.com sailing 116213 + cruiseweb.com + jacksonvillecruiseguide.com all list Norwegian Dawn 5-Night Bahamas ex-Jacksonville departing Mar 30 2027 with Key West & Great Stirrup Cay - MATCH (date, duration, port sequence)",VERIFIED
MOB3-01,"Mobile, AL",Carnival Spirit,2027-02-20,8,682,"$1,364",SFO → MOB → SFO,$914 planning estimate,"$2,278",https://www.carnival.com/itinerary/8-day-the-bahamas-cruise/mobile/spirit/8-days/ec6/?sailDate=02202027,https://www.cruisetimetables.com/cruises-from-mobile-alabama-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MOB3-02,"Mobile, AL",Carnival Spirit,2027-02-28,6,482,$964,SFO → MOB → SFO,$914 planning estimate,"$1,878",https://www.carnival.com/itinerary/6-day-the-bahamas-cruise/mobile/spirit/6-days/baa/?sailDate=02282027,https://www.cruisetimetables.com/cruises-from-mobile-alabama-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MOB3-03,"Mobile, AL",Carnival Spirit,2027-03-06,8,949,"$1,898",SFO → MOB → SFO,$914 planning estimate,"$2,812",https://www.carnival.com/itinerary/8-day-the-bahamas-cruise/mobile/spirit/8-days/ec5/?sailDate=03062027,https://www.cruisetimetables.com/cruises-from-mobile-alabama-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MOB3-04,"Mobile, AL",Carnival Spirit,2027-03-14,6,700,"$1,400",SFO → MOB → SFO,$914 planning estimate,"$2,314",https://www.carnival.com/itinerary/6-day-the-bahamas-cruise/mobile/spirit/6-days/ba9/?sailDate=03142027,https://www.cruisetimetables.com/cruises-from-mobile-alabama-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MOB3-05,"Mobile, AL",Carnival Spirit,2027-03-20,9,1024,"$2,048",SFO → MOB → SFO,$914 planning estimate,"$2,962",https://www.carnival.com/itinerary/9-day-western-caribbean-cruise/mobile/spirit/9-days/jw1/?sailDate=03202027,https://www.cruisetimetables.com/cruises-from-mobile-alabama-2027.html,"cruisecheap.com sailing 14114690: Carnival Spirit 9 Night Western Caribbean, departs Sat Mar 20 2027, returns Mon Mar 29 2027, Cozumel/Roatan(Mahogany Bay)/Georgetown/Montego Bay, Interior $869 incl. taxes vs $1,024 cruise-fare-only feed - itinerary & dates MATCH; price differs because cruisecheap quotes a tax-inclusive promo rate (noted, not merged)",VERIFIED
MSY3-01,"New Orleans, LA",Mariner of the Seas,2027-02-20,7,768,"$1,536",SFO → MSY → SFO,$840 planning estimate,"$2,376",https://www.royalcaribbean.com/cruises/itinerary/7-night-western-caribbean-from-new-orleans-on-mariner/MA07MSY-1227888471?sail-date=2027-02-20&currency=USD,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-02,"New Orleans, LA",Carnival Liberty,2027-02-21,7,685,"$1,370",SFO → MSY → SFO,$840 planning estimate,"$2,210",https://www.carnival.com/itinerary/7-day-western-caribbean-cruise/new-orleans/liberty/7-days/wek/?sailDate=02212027,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-03,"New Orleans, LA",Norwegian Breakaway,2027-02-21,7,809,"$1,618",SFO → MSY → SFO,$840 planning estimate,"$2,458",https://www.ncl.com/vacation-builder?itineraryCode=BREAKAWAY7MSYCZMRTBBPICMAMSY-NIC-BREAKAWAY7MSYBPICMACZMRTBMSY&packageId=24870152&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-04,"New Orleans, LA",Carnival Valor,2027-03-01,5,419,$838,SFO → MSY → SFO,$840 planning estimate,"$1,678",https://www.carnival.com/itinerary/5-day-western-caribbean-cruise/new-orleans/valor/5-days/cw6/?sailDate=03012027,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-05,"New Orleans, LA",Carnival Liberty,2027-03-07,7,609,"$1,218",SFO → MSY → SFO,$840 planning estimate,"$2,058",https://www.carnival.com/itinerary/7-day-western-caribbean-cruise/new-orleans/liberty/7-days/cwb/?sailDate=03072027,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-06,"New Orleans, LA",Norwegian Breakaway,2027-03-07,7,809,"$1,618",SFO → MSY → SFO,$840 planning estimate,"$2,458",https://www.ncl.com/vacation-builder?itineraryCode=BREAKAWAY7MSYCZMRTBBPICMAMSY-NIC-BREAKAWAY7MSYBPICMACZMRTBMSY&packageId=24870154&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-07,"New Orleans, LA",Carnival Valor,2027-03-11,4,501,"$1,002",SFO → MSY → SFO,$840 planning estimate,"$1,842",https://www.carnival.com/itinerary/4-day-western-caribbean-cruise/new-orleans/valor/4-days/wcd/?sailDate=03112027,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-08,"New Orleans, LA",Mariner of the Seas,2027-03-13,7,843,"$1,686",SFO → MSY → SFO,$840 planning estimate,"$2,526",https://www.royalcaribbean.com/cruises/itinerary/7-night-western-caribbean-from-new-orleans-on-mariner/MA07MSY-1227888471?sail-date=2027-03-13&currency=USD,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-09,"New Orleans, LA",Carnival Liberty,2027-03-14,7,725,"$1,450",SFO → MSY → SFO,$840 planning estimate,"$2,290",https://www.carnival.com/itinerary/7-day-the-bahamas-cruise/new-orleans/liberty/7-days/ecn/?sailDate=03142027,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-10,"New Orleans, LA",Norwegian Breakaway,2027-03-14,7,809,"$1,618",SFO → MSY → SFO,$840 planning estimate,"$2,458",https://www.ncl.com/vacation-builder?itineraryCode=BREAKAWAY7MSYCZMRTBBPICMAMSY-NIC-BREAKAWAY7MSYBPICMACZMRTBMSY&packageId=24870155&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MSY3-11,"New Orleans, LA",Carnival Valor,2027-03-15,5,614,"$1,228",SFO → MSY → SFO,$840 planning estimate,"$2,068",https://www.carnival.com/itinerary/5-day-western-caribbean-cruise/new-orleans/valor/5-days/cw6/?sailDate=03152027,https://www.cruisetimetables.com/cruises-from-new-orleans-louisiana-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-01,"Miami, FL",Carnival Conquest,2027-03-01,4,305,$610,SFO → MIA → SFO,$844 planning estimate,"$1,454",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/miami/conquest/4-days/bhp/?sailDate=03012027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-02,"Miami, FL",MSC Seaside,2027-03-01,4,241,$482,SFO → MIA → SFO,$844 planning estimate,"$1,326",https://www.msccruisesusa.com/itinerary-details/4-nights-the-bahamas--ocean-cay?cruiseid=SE20270301MIAMIA,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-03,"Miami, FL",Norwegian Joy,2027-03-01,4,449,$898,SFO → MIA → SFO,$844 planning estimate,"$1,742",https://www.ncl.com/vacation-builder?itineraryCode=JOY4MIANPIMIA&packageId=23379750&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-04,"Miami, FL",Carnival Magic,2027-03-20,8,773,"$1,546",SFO → MIA → SFO,$844 planning estimate,"$2,390",https://www.carnival.com/itinerary/8-day-southern-caribbean-cruise/miami/magic/8-days/czr/?sailDate=03202027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"cruisesheet.com carnival-magic-8-night-miami-roundtrip-march-20-2027: 8 night round trip Miami, Celebration Key / Oranjestad Aruba / Willemstad Curacao, returns Mar 28 2027, Inside $749 vs feed Interior $773 - itinerary & dates MATCH, price within normal feed drift",VERIFIED
MIA3-05,"Miami, FL",Carnival Sunrise,2027-03-20,5,452,$904,SFO → MIA → SFO,$844 planning estimate,"$1,748",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/miami/sunrise/5-days/bhf/?sailDate=03202027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-06,"Miami, FL",Freedom of the Seas,2027-03-20,5,528,"$1,056",SFO → MIA → SFO,$844 planning estimate,"$1,900",https://www.royalcaribbean.com/cruises/itinerary/5-night-western-caribbean-from-miami-on-freedom/FR05MIA-1172079608?sail-date=2027-03-20&currency=USD,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-07,"Miami, FL",Icon of the Seas,2027-03-20,7,1649,"$3,298",SFO → MIA → SFO,$844 planning estimate,"$4,142",https://www.royalcaribbean.com/cruises/itinerary/7-night-western-caribbean-perfect-day-from-miami-on-icon/IC07MIA-1694717396?sail-date=2027-03-20&currency=USD,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-08,"Miami, FL",Margaritaville at Sea Beachcomber,2027-03-20,7,669,"$1,338",SFO → MIA → SFO,$844 planning estimate,"$2,182",https://margaritavilleatsea.com/,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-09,"Miami, FL",Carnival Horizon,2027-03-27,8,712,"$1,424",SFO → MIA → SFO,$844 planning estimate,"$2,268",https://www.carnival.com/itinerary/8-day-southern-caribbean-cruise/miami/horizon/8-days/css/?sailDate=03272027,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-10,"Miami, FL",Icon of the Seas,2027-03-27,7,1403,"$2,806",SFO → MIA → SFO,$844 planning estimate,"$3,650",https://www.royalcaribbean.com/cruises/itinerary/7-night-eastern-caribbean-perfect-day-from-miami-on-icon/IC07MIA-2623281014?sail-date=2027-03-27&currency=USD,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-11,"Miami, FL",Margaritaville at Sea Beachcomber,2027-03-27,7,599,"$1,198",SFO → MIA → SFO,$844 planning estimate,"$2,042",https://margaritavilleatsea.com/,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
MIA3-12,"Miami, FL",MSC Meraviglia,2027-03-27,8,708,"$1,416",SFO → MIA → SFO,$844 planning estimate,"$2,260",https://www.msccruisesusa.com/itinerary-details/8-nights-eastern-caribbean?cruiseid=MR20270327MIAMIA,https://www.cruisetimetables.com/cruises-from-miami-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
TPA3-01,"Tampa, FL",Carnival Paradise,2027-03-20,5,528,"$1,056",SFO → TPA → SFO,$914 planning estimate,"$1,970",https://www.carnival.com/itinerary/5-day-the-bahamas-cruise/tampa/paradise/5-days/bad/?sailDate=03202027,https://www.cruisetimetables.com/cruises-from-tampa-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
TPA3-02,"Tampa, FL",Norwegian Gem,2027-03-20,7,889,"$1,778",SFO → TPA → SFO,$914 planning estimate,"$2,692",https://www.ncl.com/vacation-builder?itineraryCode=GEM7TPABPIRTBCZMTPA-NIC-GEM7TPABPICZMRTBTPA&packageId=25382904&stateroomTypeCode=INSIDE&,https://www.cruisetimetables.com/cruises-from-tampa-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
TPA3-03,"Tampa, FL",Radiance of the Seas,2027-03-20,6,599,"$1,198",SFO → TPA → SFO,$914 planning estimate,"$2,112",https://www.royalcaribbean.com/cruises/itinerary/6-night-western-caribbean-from-tampa-on-radiance/RD06TPA-86128255?sail-date=2027-03-20&currency=USD,https://www.cruisetimetables.com/cruises-from-tampa-florida-2027.html,"Primary source read line by line: cruisetimetables day/month from-port page (official fare feed) + official cruise-line deep link on the same page; dedup-checked against master by (port, ship, date)",VERIFIED
FLAG-01,"Mobile, AL",Carnival Spirit,2027-03-29,16,,,,,,https://www.carnival.com/itinerary/16-day-panama-canal-cruise/mobile/spirit/16-days/jp1/?sailDate=03292027,cruisetimetables frommobilealabama-mar2027,NOT ADDED - OPEN JAW: 16 Night Panama Canal departs Mobile 29 Mar 2027 but ENDS IN SEATTLE (14 Apr). A single SFO round-trip airfare cannot honestly be applied; interior $976pp is real but the trip total would require two separately-quoted legs. FLAGGED FOR REVIEW.,FLAGGED - NOT ADDED
FLAG-02,"Jacksonville, FL",Norwegian Dawn,2027-04-04,15,,,,,,https://www.cruisetimetables.com/fromjacksonvilleflorida-apr2027.html,cruisetimetables fromjacksonvilleflorida-2027,"NOT ADDED - OUT OF WINDOW: 15 Night Transatlantic Jacksonville -> Lisbon departs 4 Apr 2027, after the 31 Mar cutoff. Also open-jaw / non-U.S. end port.",FLAGGED - NOT ADDED
FLAG-03,"Charleston, SC",(none),,,,,,,,https://www.cruisetimetables.com/cruises-from-charleston-south-carolina.html,cruisetimetables port page,PORT SWEPT - ZERO RESULT: Charleston has NO published 2027 departures (Carnival exited the port); the port page carries an empty calendar and there is no 2027 year page. Nothing to add.,FLAGGED - NOT ADDED
FLAG-04,"Cape Liberty / Bayonne, NJ",(none),,,,,,,,https://cruisedig.com/cruises/departing_from/1307239/departure_date/2027-09,cruisedig + cayole 2027 Cape Liberty listings,"PORT SWEPT - NO IN-WINDOW SAILINGS: Royal Caribbean's 2027 Cape Liberty season (Independence of the Seas, Oasis of the Seas, Celebrity Silhouette) starts in JUNE 2027. No Feb 15 - Mar 31 2027 departures exist. cruisetimetables publishes no Cape Liberty/Bayonne 2027 page. Not added.",FLAGGED - NOT ADDED
FLAG-05,"Honolulu, HI",(none),,,,,,,,https://www.cruisetimetables.com/,cruisetimetables slug probe,"PORT SWEPT - NO INDEXED PAGE: no cruises-from-honolulu-hawaii-2027 page exists on the schedule index, so no in-window Honolulu turnaround could be verified. Not added (would be fabrication).",FLAGGED - NOT ADDED
